person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
339988,9977487,misdemeanor,property,2013-11-22,5998375,56.57534246575342,M,,2017-03-17,0,0,1
336042,2171437,misdemeanor,property,2019-02-25,5170311,55.30684931506849,M,White,2017-09-15,1,0,0
84027,7637306,misdemeanor,property,2015-12-19,2680535,39.26849315068493,M,Black,2018-11-18,0,0,0
26596,8310347,misdemeanor,property,2015-05-27,7370720,46.40547945205479,M,mixed,2016-03-09,0,0,0
33633,4374570,misdemeanor,property,2018-02-07,6995174,18.2986301369863,M,mixed,2016-06-01,1,0,0
3223578,4461595,misdemeanor,property,2018-01-23,7003161,41.298630136986304,F,Asian,2016-05-30,0,0,0
847667,1805244,misdemeanor,other,2019-04-30,5564259,32.27945205479452,F,Black,2017-07-03,0,0,0
57529,8055774,felony,other,2015-08-15,7224958,25.564383561643837,M,Black,2016-04-17,1,1,3
961194,3673007,misdemeanor,property,2018-05-31,3394043,55.55068493150685,M,Black,2018-07-20,0,0,0
1060589,8166911,misdemeanor,other,2015-07-13,4941565,28.134246575342463,M,Black,2017-10-27,0,0,1
92636,7200723,misdemeanor,property,2016-04-23,5155920,56.054794520547944,M,Black,2017-09-19,0,0,0
51883,6320789,misdemeanor,violent,2016-12-19,5828497,25.980821917808218,M,mixed,2017-04-30,0,0,0
908756,6577615,misdemeanor,violent,2016-10-01,7027943,35.915068493150685,M,Black,2016-05-21,0,0,0
14260,2565182,misdemeanor,other,2018-12-10,12005344,19.30958904109589,M,,2018-01-15,0,0,0
1127005,3086892,misdemeanor,other,2018-09-03,3052452,52.342465753424655,M,White,2018-09-08,0,0,0
56946,1531303,misdemeanor,property,2019-05-30,5140950,38.20273972602739,M,Black,2017-09-21,0,0,1
1059734,6867143,misdemeanor,property,2016-07-08,6984750,27.78904109589041,F,Black,2016-06-04,1,0,1
6614,5647828,misdemeanor,property,2017-06-13,5913001,25.3972602739726,M,White,2017-04-09,0,0,0
82604,2463114,felony,drug,2018-12-31,2576292,34.865753424657534,M,Black,2018-12-07,1,1,1
63935,4490225,misdemeanor,property,2018-01-18,7021379,29.64109589041096,F,White,2016-05-24,1,0,4
206826,10194004,misdemeanor,other,2013-09-08,6892253,37.24109589041096,M,Black,2016-07-03,0,0,0
85929,800846,misdemeanor,property,2019-10-18,5226476,35.0,M,Black,2017-09-08,0,0,0
92636,1409478,misdemeanor,property,2019-06-24,5155920,56.054794520547944,M,Black,2017-09-19,0,0,0
1352518,3396602,felony,property,2018-07-20,3396602,23.51232876712329,M,Other,2018-07-20,0,1,0
172713,4874761,misdemeanor,drug,2017-11-04,4874761,24.205479452054796,M,Black,2017-11-04,0,0,1
56452,6554654,felony,property,2016-10-09,6237431,56.37808219178082,M,Black,2017-01-13,0,1,1
53858,6792133,misdemeanor,drug,2016-08-01,6792133,29.106849315068494,M,mixed,2016-08-01,0,0,0
210420,6496625,misdemeanor,other,2016-10-26,6496625,21.895890410958906,F,Black,2016-10-26,0,0,0
46047,199031,felony,other,2020-02-21,7023735,31.136986301369863,M,White,2016-05-23,1,1,1
24916,5570754,felony,drug,2017-06-30,5675336,18.75068493150685,M,Black,2017-06-06,1,1,0
28614,10558490,misdemeanor,property,2013-05-06,6045036,25.895890410958906,M,Black,2017-03-05,0,0,0
27836,8165582,misdemeanor,violent,2015-07-13,6766557,36.69041095890411,M,White,2016-08-09,0,0,0
44351,2560356,misdemeanor,drug,2018-12-11,4130120,27.805479452054794,F,Black,2018-03-24,0,0,0
1675740,6290136,misdemeanor,violent,2016-12-31,6147642,34.961643835616435,M,White,2017-02-07,0,0,0
336042,9743628,misdemeanor,property,2014-02-04,5170311,55.30684931506849,M,White,2017-09-15,1,0,0
84823,10895655,felony,property,2013-01-06,2922877,24.0,M,Black,2018-10-02,1,1,2
92826,6220497,misdemeanor,other,2017-01-19,6037598,40.846575342465755,M,Black,2017-03-07,0,0,0
72764,5740015,misdemeanor,property,2017-05-23,6163577,22.72054794520548,F,Black,2017-02-03,1,0,3
1075503,7165052,misdemeanor,property,2016-05-04,6623957,61.09041095890411,M,Black,2016-09-19,0,0,1
1072559,9036975,misdemeanor,other,2014-09-23,6845142,55.02739726027397,M,White,2016-07-15,0,0,0
19918,8158294,misdemeanor,violent,2015-07-14,2977729,27.96712328767123,M,White,2018-09-22,0,0,0
442499,8886548,misdemeanor,property,2014-11-15,5053285,29.23835616438356,M,White,2017-10-06,0,0,0
46047,2640835,felony,other,2018-11-26,7023735,31.136986301369863,M,White,2016-05-23,1,1,1
26596,7444714,misdemeanor,other,2016-02-20,7370720,46.40547945205479,M,mixed,2016-03-09,0,0,0
91718,6969000,misdemeanor,other,2016-06-09,6028961,29.572602739726022,M,Black,2017-03-09,0,0,0
98350,6623309,misdemeanor,drug,2016-09-19,4251991,53.772602739726025,M,Black,2018-03-02,0,0,0
94941,11071193,misdemeanor,property,2012-11-01,4434854,25.70958904109589,M,Black,2018-01-28,0,0,0
909864,9438492,felony,drug,2014-05-21,6892870,22.273972602739725,M,Black,2016-07-02,0,1,2
13178,8306853,felony,drug,2015-05-28,6641052,20.01095890410959,M,Black,2016-09-13,1,1,0
249937,5322293,misdemeanor,violent,2017-08-21,5322293,27.84931506849315,M,Black,2017-08-21,0,0,0
49472,8379807,felony,violent,2015-05-04,7563566,32.298630136986304,M,Black,2016-01-14,1,1,4
1439871,7280409,misdemeanor,other,2016-04-01,7030740,30.698630136986303,M,White,2016-05-20,1,0,2
16944,9361077,misdemeanor,other,2014-06-09,3471309,39.66849315068493,M,White,2018-07-09,0,0,0
971359,8497329,felony,violent,2015-03-27,6234841,30.63287671232877,M,White,2017-01-15,0,1,0
82604,9862061,misdemeanor,drug,2013-12-25,2576292,34.865753424657534,M,Black,2018-12-07,1,0,1
51435,5473785,misdemeanor,other,2017-07-21,4761709,33.465753424657535,M,Black,2017-11-24,0,0,0
56410,250262,misdemeanor,other,2020-02-12,4937826,33.4027397260274,M,Black,2017-10-27,0,0,0
1244695,792678,felony,other,2019-10-21,3046602,45.02739726027397,F,White,2018-09-10,1,1,2
253477,7499022,misdemeanor,other,2016-02-05,7019251,51.3013698630137,M,White,2016-05-24,0,0,1
555286,11304287,misdemeanor,property,2012-08-12,5396058,25.87123287671233,F,Black,2017-08-07,0,0,0
1123886,195265,misdemeanor,property,2020-02-22,4973926,25.756164383561643,M,Black,2017-10-22,0,0,0
670782,4976249,misdemeanor,violent,2017-10-21,7255049,25.084931506849315,M,Black,2016-04-10,0,0,1
1292211,4460552,misdemeanor,drug,2018-01-23,4460552,21.145205479452056,M,Black,2018-01-23,1,0,0
72764,5779254,felony,violent,2017-05-12,6163577,22.72054794520548,F,Black,2017-02-03,1,1,3
26258,6866127,felony,violent,2016-07-08,4367944,22.027397260273972,M,Black,2018-02-08,0,1,0
92826,6723938,misdemeanor,property,2016-08-21,6037598,40.846575342465755,M,Black,2017-03-07,0,0,0
82604,4871943,misdemeanor,drug,2017-11-05,2576292,34.865753424657534,M,Black,2018-12-07,1,0,1
198393,9850524,misdemeanor,violent,2013-12-29,5083273,27.682191780821917,M,Black,2017-10-02,0,0,0
1307719,2795810,felony,violent,2018-10-26,3086994,22.101369863013694,M,Black,2018-09-03,1,1,0
239629,8203107,misdemeanor,drug,2015-07-02,5585793,27.71780821917808,M,Black,2017-06-27,1,0,0
60742,4078069,misdemeanor,other,2018-04-02,6015800,28.254794520547943,M,Black,2017-03-13,0,0,0
4981,9369771,misdemeanor,other,2014-06-05,6982985,37.38082191780822,M,White,2016-06-05,0,0,1
32779,8982977,misdemeanor,violent,2014-10-10,6049457,27.38082191780822,M,Black,2017-03-03,0,0,0
1411167,6042314,misdemeanor,property,2017-03-06,6042314,28.375342465753423,F,Black,2017-03-06,0,0,0
997983,2922893,misdemeanor,violent,2018-10-02,7587118,42.21917808219178,M,White,2016-01-07,0,0,1
570963,9858363,misdemeanor,drug,2020-07-21,6165914,40.92328767123288,M,Black,2017-02-03,0,0,0
25523,1447489,misdemeanor,other,2019-06-15,5666449,29.742465753424657,M,Black,2017-06-08,0,0,0
98350,10530684,misdemeanor,violent,2013-05-16,4251991,53.772602739726025,M,Black,2018-03-02,0,0,0
67939,8243244,misdemeanor,property,2015-06-18,5475688,60.42191780821918,M,Black,2017-07-21,0,0,1
67939,7367366,misdemeanor,property,2016-03-10,5475688,60.42191780821918,M,Black,2017-07-21,0,0,1
1189790,6847236,misdemeanor,violent,2016-07-14,6847236,40.16712328767123,M,mixed,2016-07-14,0,0,0
55112,11271102,misdemeanor,property,2012-08-22,7200043,46.46849315068493,M,White,2016-04-23,1,0,0
81290,4438316,misdemeanor,other,2018-01-26,4524599,20.134246575342463,M,Black,2018-01-11,0,0,2
13178,1275709,felony,property,2019-07-18,6641052,20.01095890410959,M,Black,2016-09-13,1,1,0
56090,732084,misdemeanor,property,2019-11-04,6916269,18.29041095890411,M,White,2016-06-25,1,0,1
60273,6864712,misdemeanor,property,2016-07-08,7509640,21.564383561643837,F,Black,2016-02-02,0,0,0
539268,1393532,misdemeanor,property,2019-06-26,3993384,44.24383561643835,M,White,2018-04-05,0,0,0
456897,8114143,misdemeanor,property,2015-07-28,6649145,24.86027397260274,M,Black,2016-09-11,0,0,0
51323,7145859,misdemeanor,property,2016-05-10,4837325,32.26027397260274,M,White,2017-11-13,1,0,3
1309468,7019166,misdemeanor,drug,2016-05-24,7307171,35.24931506849315,F,White,2016-03-26,0,0,0
960754,8379750,misdemeanor,violent,2015-05-04,7408280,23.986301369863018,M,Black,2016-02-27,0,0,0
1137620,8543668,misdemeanor,other,2015-03-13,3130830,33.10958904109589,M,Black,2018-08-24,1,0,0
539268,8652297,misdemeanor,property,2020-11-13,3993384,44.24383561643835,M,White,2018-04-05,0,0,0
251820,8483690,misdemeanor,other,2015-04-01,4307219,31.624657534246577,M,Black,2018-02-20,0,0,0
6614,7997259,misdemeanor,property,2015-09-02,5913001,25.3972602739726,M,White,2017-04-09,0,0,0
35378,10472748,misdemeanor,property,2013-06-04,3368502,62.18082191780822,M,Black,2018-07-26,0,0,0
990237,5866321,misdemeanor,other,2017-04-20,4452127,21.10958904109589,F,Black,2018-01-24,0,0,0
1354979,10824060,misdemeanor,drug,2013-02-01,7473272,34.85479452054795,F,White,2016-02-11,0,0,0
2497431,7755250,misdemeanor,drug,2015-11-16,6192743,18.84931506849315,M,Black,2017-01-27,1,0,1
1039918,1783728,misdemeanor,violent,2019-05-03,3743125,43.69315068493151,F,White,2018-05-18,0,0,0
1488855,10758730,misdemeanor,drug,2013-02-25,4207288,31.80821917808219,F,mixed,2018-03-09,0,0,0
1059734,6984750,misdemeanor,drug,2016-06-04,6984750,27.78904109589041,F,Black,2016-06-04,1,0,1
910635,9474358,misdemeanor,drug,2014-05-08,4973877,61.016438356164386,M,Black,2017-10-22,0,0,0
51323,5001525,felony,other,2017-10-17,4837325,32.26027397260274,M,White,2017-11-13,1,1,3
56410,3948662,misdemeanor,property,2018-04-12,4937826,33.4027397260274,M,Black,2017-10-27,0,0,0
51435,8581376,misdemeanor,other,2015-02-27,4761709,33.465753424657535,M,Black,2017-11-24,0,0,0
539268,1343121,misdemeanor,property,2019-07-06,3993384,44.24383561643835,M,White,2018-04-05,0,0,0
64186,3733495,misdemeanor,drug,2018-05-21,6203506,35.85753424657534,M,Black,2017-01-24,0,0,0
988645,6865604,misdemeanor,property,2016-07-08,6990731,18.816438356164383,M,Black,2016-06-02,0,0,0
2497447,7911242,misdemeanor,property,2015-09-29,5560404,55.80821917808219,F,Black,2017-07-04,0,0,0
15353,6319876,misdemeanor,violent,2016-12-19,3039691,34.391780821917806,F,White,2018-09-11,1,0,0
8819,10538559,felony,violent,2013-05-13,5059344,42.56438356164384,M,Black,2017-10-05,1,1,0
85246,7353880,felony,violent,2016-03-14,6243514,19.75068493150685,M,Black,2017-01-12,0,1,4
913768,10700504,misdemeanor,other,2013-03-17,7583303,41.04383561643836,M,Black,2016-01-08,0,0,0
60332,9668580,felony,violent,2014-03-04,4552038,25.438356164383563,M,Black,2018-01-05,0,1,3
316053,8452096,felony,violent,2015-04-11,5560634,41.33698630136986,F,White,2017-07-03,0,1,0
46101,20283301,felony,violent,2012-03-07,2788963,46.00547945205479,M,White,2018-10-29,0,1,0
74829,1999350,misdemeanor,other,2019-03-26,3392137,27.47945205479452,M,Black,2018-07-21,0,0,0
1297492,10360572,misdemeanor,property,2013-07-13,6957590,22.775342465753425,M,White,2016-06-13,0,0,0
24750,11117030,misdemeanor,property,2012-10-15,2586870,35.0958904109589,M,White,2018-12-06,0,0,0
1103608,10525906,misdemeanor,drug,2013-05-17,4541881,27.410958904109588,F,White,2018-01-09,0,0,0
98350,4251992,misdemeanor,violent,2018-03-02,4251991,53.772602739726025,M,Black,2018-03-02,0,0,0
539268,1696974,misdemeanor,property,2020-05-15,3993384,44.24383561643835,M,White,2018-04-05,0,0,0
83127,6186016,felony,property,2017-01-28,6186016,21.172602739726027,M,Black,2017-01-28,1,1,0
83127,5773088,felony,drug,2017-05-15,6186016,21.172602739726027,M,Black,2017-01-28,1,1,0
79024,9037003,felony,violent,2014-09-22,6759183,37.75616438356165,M,Black,2016-08-10,0,1,0
71257,5350393,misdemeanor,property,2017-08-15,2922536,33.320547945205476,M,Black,2018-10-02,0,0,0
8778,5749970,misdemeanor,violent,2017-05-20,7307141,34.32876712328767,M,Black,2016-03-26,1,0,2
1297492,8127671,misdemeanor,drug,2015-07-24,6957590,22.775342465753425,M,White,2016-06-13,0,0,0
29542,8309850,misdemeanor,other,2015-05-27,4668826,28.698630136986303,F,White,2017-12-09,0,0,0
28614,4630193,misdemeanor,violent,2017-12-18,6045036,25.895890410958906,M,Black,2017-03-05,0,0,0
1137620,7905972,misdemeanor,property,2015-09-30,3130830,33.10958904109589,M,Black,2018-08-24,1,0,0
1488855,6726312,misdemeanor,drug,2016-08-19,4207288,31.80821917808219,F,mixed,2018-03-09,0,0,0
26152,9191132,misdemeanor,property,2014-08-04,4957370,27.528767123287672,M,Black,2017-10-24,0,0,1
2003,4550037,misdemeanor,property,2018-01-06,3551844,53.465753424657535,M,Black,2018-06-22,0,0,0
3198323,6743620,misdemeanor,other,2016-08-15,6743620,19.964383561643835,M,White,2016-08-15,0,0,0
23784,4134331,felony,property,2018-03-23,4559816,26.156164383561645,F,White,2018-01-03,1,1,0
597360,5885165,felony,drug,2017-04-16,5885165,23.21917808219178,M,Black,2017-04-16,0,1,0
1352734,3461222,misdemeanor,other,2018-07-11,5598626,28.865753424657537,M,White,2017-06-23,0,0,0
27558,3843513,misdemeanor,other,2018-05-01,4448872,37.512328767123286,M,Black,2018-01-25,0,0,0
1072559,5460660,misdemeanor,property,2017-07-25,6845142,55.02739726027397,M,White,2016-07-15,0,0,0
2106053,6934708,misdemeanor,violent,2016-06-18,6397938,47.74520547945205,F,White,2016-11-21,0,0,0
25110,8531937,felony,violent,2015-03-17,3787339,22.95616438356164,M,Black,2018-05-10,1,1,2
1247697,5936893,felony,violent,2017-04-02,5936893,17.542465753424658,M,White,2017-04-02,0,1,0
351751,3229568,misdemeanor,drug,2018-08-03,6215292,23.904109589041095,F,White,2017-01-20,0,0,0
26152,8948357,misdemeanor,drug,2014-10-24,4957370,27.528767123287672,M,Black,2017-10-24,0,0,1
47004,1449363,misdemeanor,other,2019-06-14,5757564,55.87123287671233,M,Black,2017-05-18,0,0,0
81979,3679700,misdemeanor,violent,2018-05-30,3679700,57.31780821917808,F,Black,2018-05-30,0,0,0
2293944,7848029,misdemeanor,property,2015-10-17,5847419,38.967123287671235,M,Other,2017-04-25,0,0,0
63935,3050071,felony,property,2018-09-10,7021379,29.64109589041096,F,White,2016-05-24,1,1,4
54200,5372584,misdemeanor,property,2017-08-10,6340185,46.75068493150685,F,Black,2016-12-13,0,0,0
1072559,3692086,misdemeanor,other,2018-05-29,6845142,55.02739726027397,M,White,2016-07-15,0,0,0
334186,1325042,misdemeanor,other,2019-07-10,5749590,35.76712328767123,M,,2017-05-21,0,0,0
80009,6862481,felony,property,2016-07-09,6688760,32.86027397260274,M,,2016-08-30,1,1,3
46960,5915304,misdemeanor,property,2017-04-07,5915304,24.994520547945207,F,White,2017-04-07,0,0,0
26152,8189552,misdemeanor,property,2015-07-08,4957370,27.528767123287672,M,Black,2017-10-24,0,0,1
92826,9655744,misdemeanor,other,2014-03-08,6037598,40.846575342465755,M,Black,2017-03-07,0,0,0
48080,2505370,misdemeanor,property,2018-12-20,6445341,38.95890410958904,M,Black,2016-11-11,0,0,0
50654,7378080,felony,drug,2016-03-07,7378080,19.153424657534245,M,Black,2016-03-07,1,1,0
75450,3043008,misdemeanor,drug,2018-09-11,7462166,53.104109589041094,M,White,2016-02-16,0,0,0
351751,6780167,misdemeanor,drug,2016-08-04,6215292,23.904109589041095,F,White,2017-01-20,0,0,0
131507,10895117,felony,violent,2013-01-07,6995889,31.076712328767123,M,mixed,2016-06-01,0,1,0
974497,4078592,felony,violent,2018-04-01,4078592,26.5013698630137,M,Black,2018-04-01,0,1,0
13178,8174708,misdemeanor,property,2015-07-09,6641052,20.01095890410959,M,Black,2016-09-13,1,0,0
2870,6036259,misdemeanor,property,2017-03-07,3819130,38.43835616438356,M,White,2018-05-04,0,0,0
77608,6069561,felony,drug,2017-02-27,4613060,36.35890410958904,F,White,2017-12-20,1,1,1
2792559,6313371,misdemeanor,property,2016-12-21,6313370,50.71780821917808,M,White,2016-12-21,0,0,0
51883,1815951,misdemeanor,violent,2019-04-27,5828497,25.980821917808218,M,mixed,2017-04-30,0,0,0
7833,7940960,felony,other,2015-09-18,2827385,40.71232876712329,F,Black,2018-10-21,0,1,0
25238,7199318,misdemeanor,property,2016-04-24,6595530,20.353424657534248,M,White,2016-09-26,0,0,0
85929,5030459,misdemeanor,violent,2017-10-11,5226476,35.0,M,Black,2017-09-08,0,0,0
63048,5524450,misdemeanor,other,2017-07-11,6194431,26.27671232876712,F,White,2017-01-26,0,0,0
33253,8197923,misdemeanor,property,2015-07-04,4284534,24.306849315068497,M,Black,2018-02-25,0,0,0
316704,5330983,misdemeanor,other,2017-08-18,5008270,37.704109589041096,M,Other,2017-10-16,0,0,0
4741,1427079,misdemeanor,property,2019-06-19,4609251,33.49589041095891,M,White,2017-12-21,1,0,1
8778,8288340,felony,violent,2015-06-04,7307141,34.32876712328767,M,Black,2016-03-26,1,1,2
1301492,11039914,misdemeanor,property,2012-11-13,4810567,26.764383561643836,M,Black,2017-11-16,0,0,0
4981,6982985,misdemeanor,other,2016-06-05,6982985,37.38082191780822,M,White,2016-06-05,0,0,1
3389220,5732410,misdemeanor,other,2017-05-25,5847328,33.04383561643836,M,White,2017-04-25,0,0,0
929734,11422983,misdemeanor,drug,2012-07-01,2971473,40.465753424657535,M,White,2018-09-24,0,0,0
15930,2783400,misdemeanor,other,2018-10-30,4079940,26.504109589041096,M,Black,2018-03-31,0,0,0
57732,10099461,misdemeanor,drug,2013-10-11,5844042,26.22739726027397,M,Black,2017-04-26,0,0,0
25110,4803835,felony,drug,2017-11-17,3787339,22.95616438356164,M,Black,2018-05-10,1,1,2
51323,10105727,misdemeanor,other,2013-10-09,4837325,32.26027397260274,M,White,2017-11-13,1,0,3
1439871,9463613,felony,other,2014-05-12,7030740,30.698630136986303,M,White,2016-05-20,1,1,2
1289881,6786312,misdemeanor,drug,2016-08-02,3166132,21.186301369863013,M,Black,2018-08-18,0,0,0
44351,3297427,misdemeanor,drug,2020-06-18,4130120,27.805479452054794,F,Black,2018-03-24,0,0,0
68213,2888867,misdemeanor,other,2018-10-09,4612496,54.00547945205479,F,Black,2017-12-20,0,0,0
146410,4568701,misdemeanor,other,2018-01-02,5763206,53.31506849315068,M,Black,2017-05-17,1,0,0
63048,8116698,misdemeanor,property,2015-07-28,6194431,26.27671232876712,F,White,2017-01-26,0,0,0
78786,9833720,misdemeanor,property,2014-01-03,6645202,24.15068493150685,M,White,2016-09-12,1,0,0
1307719,2153660,misdemeanor,drug,2019-02-28,3086994,22.101369863013694,M,Black,2018-09-03,1,0,0
26596,8454825,misdemeanor,other,2015-04-10,7370720,46.40547945205479,M,mixed,2016-03-09,0,0,0
220893,5138063,misdemeanor,violent,2017-09-22,7488749,18.24109589041096,F,Black,2016-02-08,1,0,0
3462861,7350683,misdemeanor,other,2016-03-15,6676950,71.27123287671233,M,Black,2016-09-02,0,0,0
27249,6892080,misdemeanor,property,2016-07-03,6478529,22.87945205479452,M,Black,2016-11-01,0,0,0
1113786,7061405,misdemeanor,property,2016-05-13,7061405,21.46027397260274,F,Black,2016-05-13,1,0,0
1440050,816243,felony,other,2019-10-15,5113359,27.572602739726022,M,White,2017-09-26,0,1,0
320960,7970645,misdemeanor,other,2015-09-09,7234710,29.51780821917808,M,White,2016-04-14,0,0,0
34814,4664272,misdemeanor,property,2017-12-11,4664272,19.378082191780823,M,,2017-12-11,1,0,1
3192537,5291767,misdemeanor,other,2017-08-26,5291769,49.96986301369863,M,White,2017-08-26,0,0,0
12352,3202887,felony,property,2018-08-08,4334398,19.084931506849315,M,Black,2018-02-14,1,1,1
3185585,6794652,misdemeanor,other,2016-07-30,6326198,50.45205479452055,M,Black,2016-12-17,0,0,0
88044,10091425,felony,other,2013-10-16,2901631,58.295890410958904,M,Black,2018-10-08,0,1,0
1064849,3201857,misdemeanor,other,2018-08-08,3201857,27.03287671232877,F,White,2018-08-08,0,0,0
49237,7695691,felony,drug,2015-12-03,6507127,20.09041095890411,M,Black,2016-10-22,0,1,2
253477,7648515,misdemeanor,other,2015-12-16,7019251,51.3013698630137,M,White,2016-05-24,0,0,1
47754,3075229,misdemeanor,property,2018-09-04,4777775,36.44931506849315,F,White,2017-11-20,0,0,0
1052139,5395043,misdemeanor,other,2017-08-07,6537189,48.367123287671234,M,White,2016-10-14,0,0,0
1064849,3442497,misdemeanor,other,2018-07-12,3201857,27.03287671232877,F,White,2018-08-08,0,0,0
4741,4998760,misdemeanor,violent,2017-10-17,4609251,33.49589041095891,M,White,2017-12-21,1,0,1
1063563,11932632,misdemeanor,property,2014-02-01,4827776,30.816438356164383,M,White,2017-11-13,0,0,0
66046,2137517,misdemeanor,violent,2019-03-04,5057571,24.473972602739725,M,Black,2017-10-06,1,0,0
69058,10299755,misdemeanor,property,2013-08-04,7255033,49.24931506849315,F,mixed,2016-04-10,1,0,0
65387,3514373,misdemeanor,other,2018-06-29,7194627,18.813698630136987,M,Black,2016-04-26,0,0,1
1609935,10702902,misdemeanor,other,2013-03-16,7395386,41.40547945205479,,,2016-03-02,0,0,0
349867,6599157,misdemeanor,drug,2016-09-24,6357251,23.82191780821918,F,White,2016-12-09,0,0,0
3389220,5847328,misdemeanor,other,2017-04-25,5847328,33.04383561643836,M,White,2017-04-25,0,0,0
1065548,12005591,misdemeanor,drug,2018-06-30,6659898,18.39452054794521,M,White,2016-09-07,0,0,0
542158,8401798,misdemeanor,property,2015-04-25,6837789,31.87945205479452,M,mixed,2016-07-16,0,0,0
1065197,5821772,misdemeanor,property,2017-05-01,5821772,18.03835616438356,M,White,2017-05-01,0,0,0
29538,11279290,misdemeanor,other,2012-08-20,4502396,35.553424657534244,M,Black,2018-01-16,0,0,0
720250,5815718,misdemeanor,property,2017-05-03,5705381,31.14246575342466,M,Black,2017-05-30,0,0,0
92254,3059478,misdemeanor,property,2018-09-07,4354694,25.13150684931507,M,Black,2018-02-11,0,0,0
70259,2747588,misdemeanor,property,2018-11-03,2747588,23.843835616438355,M,mixed,2018-11-03,0,0,0
47273,9269732,misdemeanor,drug,2014-07-08,7465597,23.38082191780822,M,Black,2016-02-13,1,0,0
2934116,6503641,misdemeanor,other,2016-10-24,6598254,37.6958904109589,M,White,2016-09-25,0,0,0
4981,7308940,felony,property,2016-03-25,6982985,37.38082191780822,M,White,2016-06-05,0,1,1
27924,6488871,misdemeanor,property,2016-10-28,6822812,20.48219178082192,M,White,2016-07-21,1,0,0
33633,6913414,felony,property,2016-06-27,6995174,18.2986301369863,M,mixed,2016-06-01,1,1,0
230874,5698616,misdemeanor,violent,2017-05-31,5698616,39.18630136986302,M,mixed,2017-05-31,0,0,0
79024,4827774,misdemeanor,property,2017-11-13,6759183,37.75616438356165,M,Black,2016-08-10,0,0,0
17881,4452193,misdemeanor,drug,2018-01-24,4771776,31.526027397260275,M,Black,2017-11-21,1,0,1
1063563,7960815,felony,property,2015-09-12,4827776,30.816438356164383,M,White,2017-11-13,0,1,0
56410,10717719,misdemeanor,other,2013-03-11,4937826,33.4027397260274,M,Black,2017-10-27,0,0,0
343162,11472298,misdemeanor,violent,2012-06-13,4129776,28.81917808219178,M,Black,2018-03-24,0,0,0
848761,7508310,felony,property,2016-02-03,7291921,30.104109589041094,M,White,2016-03-31,1,1,3
64186,6203506,misdemeanor,drug,2017-01-24,6203506,35.85753424657534,M,Black,2017-01-24,0,0,0
7833,6674834,felony,drug,2016-09-02,2827385,40.71232876712329,F,Black,2018-10-21,0,1,0
1236019,4801505,misdemeanor,other,2017-11-17,4801505,31.194520547945206,M,Black,2017-11-17,0,0,0
12352,4537723,felony,property,2018-01-09,4334398,19.084931506849315,M,Black,2018-02-14,1,1,1
92636,8130743,misdemeanor,other,2015-07-23,5155920,56.054794520547944,M,Black,2017-09-19,0,0,0
935128,9996552,misdemeanor,other,2013-11-18,6156149,48.56712328767123,F,Black,2017-02-06,0,0,0
215578,7504516,misdemeanor,property,2016-02-04,7504516,46.8986301369863,M,Black,2016-02-04,0,0,0
69058,3406570,misdemeanor,other,2018-07-18,7255033,49.24931506849315,F,mixed,2016-04-10,1,0,0
77276,5740830,felony,property,2017-05-23,6096501,42.9041095890411,M,Black,2017-02-19,1,1,0
1129862,7592089,misdemeanor,violent,2016-01-06,7422871,30.457534246575342,M,White,2016-02-23,1,0,1
54289,6604040,misdemeanor,violent,2016-09-22,7266260,51.58082191780822,M,,2016-04-06,0,0,0
56410,3980792,misdemeanor,property,2018-04-08,4937826,33.4027397260274,M,Black,2017-10-27,0,0,0
50867,5059273,felony,violent,2017-10-05,5473408,20.72876712328767,M,Black,2017-07-21,1,1,4
74595,9666451,misdemeanor,other,2014-03-05,2568623,38.24109589041096,M,Black,2018-12-10,0,0,0
911310,6380845,felony,violent,2016-11-28,7364521,44.536986301369865,M,Black,2016-03-10,1,1,0
65745,3090155,misdemeanor,drug,2018-09-01,2673805,27.67945205479452,M,White,2018-11-19,0,0,5
92826,9623274,misdemeanor,other,2014-03-19,6037598,40.846575342465755,M,Black,2017-03-07,0,0,0
77608,4199387,misdemeanor,property,2018-03-12,4613060,36.35890410958904,F,White,2017-12-20,1,0,1
27558,4448873,misdemeanor,other,2018-01-25,4448872,37.512328767123286,M,Black,2018-01-25,0,0,0
59002,4714428,misdemeanor,other,2017-11-30,4481139,39.21095890410959,M,Black,2018-01-19,0,0,0
275082,50114,misdemeanor,property,2020-04-07,3083081,48.989041095890414,M,Black,2018-09-04,0,0,0
8089,7928983,felony,drug,2015-09-23,4652942,22.35890410958904,M,Black,2017-12-12,0,1,2
75570,2337402,misdemeanor,drug,2019-01-25,4741552,26.202739726027396,M,White,2017-11-28,0,0,0
68121,4871805,felony,property,2017-11-05,4871805,32.33698630136986,M,Black,2017-11-05,0,1,0
451627,10408316,misdemeanor,property,2013-06-26,6724161,44.64109589041096,M,Black,2016-08-21,1,0,0
2745399,5242552,misdemeanor,other,2017-09-05,5242551,50.73424657534247,F,White,2017-09-05,0,0,0
2156291,3365244,misdemeanor,violent,2018-07-26,3365244,19.27945205479452,M,Black,2018-07-26,0,0,0
2392616,5847285,misdemeanor,violent,2017-04-25,5804869,25.912328767123288,F,Black,2017-05-05,0,0,0
